pred,label,confidence,utility,decision,label_name
5,7,0.9998514652252197,0.545281797501099,APPROVE,Cancer-Assoc. Stroma
1,1,0.9999375343322754,0.545342045876038,APPROVE,Background
1,1,0.9999693632125854,0.5453643260922549,APPROVE,Background
5,2,0.9286189675331116,0.4954190491166232,BLOCK,Debris
3,3,0.9949924349784851,0.5418804763283848,APPROVE,Lymphocytes
0,0,0.8021213412284851,0.4068707107033847,BLOCK,Adipose
4,4,0.9991329312324524,0.5447788237061618,APPROVE,Mucus
0,0,0.999494194984436,0.5450317083325504,APPROVE,Adipose
3,3,0.9999874830245972,0.5453770099606632,APPROVE,Lymphocytes
8,8,0.999543309211731,0.5450660882916568,APPROVE,Colorectal Adenocarcinoma
4,4,0.9999734163284302,0.5453671632733463,APPROVE,Mucus
0,0,0.7713493704795837,0.3853303311791538,BLOCK,Adipose
0,0,0.4247991740703583,0.14274519369269595,BLOCK,Adipose
0,4,0.9064647555351257,0.47991110071803317,BLOCK,Mucus
8,8,0.998810887336731,0.5445533929791568,APPROVE,Colorectal Adenocarcinoma
1,5,0.8126213550567627,0.414220720383179,BLOCK,Smooth Muscle
8,8,0.9936755299568176,0.5409586428132175,APPROVE,Colorectal Adenocarcinoma
0,0,0.9847646355628967,0.5347210167374729,APPROVE,Adipose
3,3,0.9999942779541016,0.5453817664113163,APPROVE,Lymphocytes
4,4,0.9998856782913208,0.5453057466473697,APPROVE,Mucus
8,8,0.9594056010246277,0.5170226944262546,APPROVE,Colorectal Adenocarcinoma
0,0,0.9998094439506531,0.5453053844744723,APPROVE,Adipose
0,0,0.9998514652252197,0.545334799366669,APPROVE,Adipose
1,1,0.9999669790267944,0.5454156590277712,APPROVE,Background
8,8,0.9998602867126465,0.5453409744078677,APPROVE,Colorectal Adenocarcinoma
3,3,0.9999468326568604,0.5454015565688174,APPROVE,Lymphocytes
8,8,0.9994816184043884,0.545075906592087,APPROVE,Colorectal Adenocarcinoma
3,3,0.9992358684539795,0.5449038816268008,APPROVE,Lymphocytes
3,3,0.9999024868011475,0.5453705144698184,APPROVE,Lymphocytes
3,3,0.9999909400939941,0.545432431774811,APPROVE,Lymphocytes
4,4,0.9999520778656006,0.5454052282149355,APPROVE,Mucus
0,0,0.9989405274391174,0.5446971429163974,APPROVE,Adipose
1,1,0.9999536275863647,0.5454063130194705,APPROVE,Background
1,1,0.9999849796295166,0.5454282594496768,APPROVE,Background
4,4,0.9949888586997986,0.5419309747988742,APPROVE,Mucus
0,0,0.9151594638824463,0.48605039842672765,BLOCK,Adipose
1,1,0.9999768733978271,0.5454225850874942,APPROVE,Background
1,1,0.9999701976776123,0.5454179120833438,APPROVE,Background
5,2,0.9359895586967468,0.5006314647967379,APPROVE,Debris
3,3,0.9997836947441101,0.5452873600298922,APPROVE,Lymphocytes
1,1,0.9999849796295166,0.5454282594496768,APPROVE,Background
0,0,0.9999452829360962,0.5454004717642825,APPROVE,Adipose
8,8,0.9997528195381165,0.5452657473856967,APPROVE,Colorectal Adenocarcinoma
4,4,0.9999369382858276,0.5453946305090945,APPROVE,Mucus
5,0,0.6089881062507629,0.2717304480845493,BLOCK,Adipose
4,4,0.9998918771743774,0.5453630877310793,APPROVE,Mucus
6,6,0.9999935626983643,0.5454342675978702,APPROVE,Normal Colon Mucosa
8,8,0.9985999464988708,0.5444587362582247,APPROVE,Colorectal Adenocarcinoma
4,4,0.9999372959136963,0.5453948808486025,APPROVE,Mucus
0,0,0.9076547622680664,0.48079710729666175,BLOCK,Adipose
8,8,0.9590396881103516,0.5167665553862613,APPROVE,Colorectal Adenocarcinoma
1,1,0.9999523162841797,0.545405395107941,APPROVE,Background
4,4,0.9999054670333862,0.5452971330919851,APPROVE,Mucus
5,5,0.9911473393440247,0.539166443709432,APPROVE,Smooth Muscle
0,0,0.9999878406524658,0.5453547946253408,APPROVE,Adipose
6,8,0.9186003804206848,0.488383572463094,BLOCK,Colorectal Adenocarcinoma
8,8,0.8803341388702393,0.46159720337778215,BLOCK,Colorectal Adenocarcinoma
0,0,0.8469051122665405,0.4381968847551931,BLOCK,Adipose
8,8,0.9996100068092346,0.545090310935079,APPROVE,Colorectal Adenocarcinoma
4,4,0.9995484948158264,0.5450472525396932,APPROVE,Mucus
0,0,0.9999948740005493,0.5453597179689993,APPROVE,Adipose
0,0,0.9991870522499084,0.5447942427435506,APPROVE,Adipose
3,3,0.998207688331604,0.5441086880007375,APPROVE,Lymphocytes
1,1,0.999981164932251,0.5453501216211905,APPROVE,Background
8,8,0.9998801946640015,0.5452794424334158,APPROVE,Colorectal Adenocarcinoma
6,6,0.999987006187439,0.545354210499822,APPROVE,Normal Colon Mucosa
2,7,0.7303807735443115,0.35662984764963274,BLOCK,Cancer-Assoc. Stroma
8,8,0.9988942742347717,0.544589298132955,APPROVE,Colorectal Adenocarcinoma
4,4,0.9995999932289124,0.5450833014288534,APPROVE,Mucus
0,0,0.9714968204498291,0.525411080483495,APPROVE,Adipose
1,1,0.9999731779098511,0.5453445307055105,APPROVE,Background
2,2,0.9996128678321838,0.5450923136511434,APPROVE,Debris
3,3,0.9999912977218628,0.5453572145739187,APPROVE,Lymphocytes
4,4,0.9973904490470886,0.5435366205015768,APPROVE,Mucus
5,5,0.9999990463256836,0.5453626385965933,APPROVE,Smooth Muscle
5,5,0.9974416494369507,0.5435724607744802,APPROVE,Smooth Muscle
0,0,0.9999738931655884,0.5453450313845266,APPROVE,Adipose
4,4,0.9999685287475586,0.5453412762919058,APPROVE,Mucus
8,8,0.999954104423523,0.5453311792650808,APPROVE,Colorectal Adenocarcinoma
1,1,0.9998148083686829,0.5452336720266927,APPROVE,Background
7,7,0.9937076568603516,0.5409586659708608,APPROVE,Cancer-Assoc. Stroma
0,0,0.9999029636383057,0.5452953807154287,APPROVE,Adipose
1,1,0.9999866485595703,0.5453539601603139,APPROVE,Background
6,6,0.9999996423721313,0.5453630558291067,APPROVE,Normal Colon Mucosa
1,1,0.999984622001648,0.5453467619856555,APPROVE,Background
4,4,0.9999860525131226,0.5453477633436876,APPROVE,Mucus
5,5,0.9996089339256287,0.545083780332442,APPROVE,Smooth Muscle
6,6,0.9999899864196777,0.5453505170782763,APPROVE,Normal Colon Mucosa
1,1,0.9999741315841675,0.5453394186934191,APPROVE,Background
8,8,0.9930896162986755,0.5405202579935747,APPROVE,Colorectal Adenocarcinoma
2,2,0.8383403420448303,0.43219576601588305,BLOCK,Debris
0,0,0.8926742672920227,0.47022951368891774,BLOCK,Adipose
5,5,0.9996523857116699,0.5451141965826708,APPROVE,Smooth Muscle
0,0,0.9859740138053894,0.5355393362482744,APPROVE,Adipose
3,3,0.997400164604187,0.5435376418074328,APPROVE,Lymphocytes
4,4,0.9985236525535583,0.5443240833719927,APPROVE,Mucus
6,6,0.9999812841415405,0.5453444254835802,APPROVE,Normal Colon Mucosa
3,3,0.9998537302017212,0.5452551377257067,APPROVE,Lymphocytes
0,0,0.9917460680007935,0.5395797741850573,APPROVE,Adipose
5,2,0.9359338879585266,0.5005112481554705,APPROVE,Debris
7,7,0.9590967297554016,0.516725237413283,APPROVE,Cancer-Assoc. Stroma
4,4,0.9994162321090698,0.5449488890608507,APPROVE,Mucus
8,8,0.8291561603546143,0.4257668388327318,BLOCK,Colorectal Adenocarcinoma
8,8,0.9979798197746277,0.5439434004267413,APPROVE,Colorectal Adenocarcinoma
8,8,0.9635524749755859,0.519844259067412,APPROVE,Colorectal Adenocarcinoma
0,0,0.9999876022338867,0.5453488481482226,APPROVE,Adipose
5,5,0.999859094619751,0.5452588928183275,APPROVE,Smooth Muscle
7,7,0.9999483823776245,0.5453213942488391,APPROVE,Cancer-Assoc. Stroma
8,8,0.9999641180038452,0.5453324091871935,APPROVE,Colorectal Adenocarcinoma
5,4,0.594457745552063,0.26147794847094596,BLOCK,Mucus
1,1,0.999980092048645,0.5453435910185533,APPROVE,Background
0,0,0.8750743269920349,0.4579095554789263,BLOCK,Adipose
0,0,0.9998342990875244,0.545241535945769,APPROVE,Adipose
4,4,0.9999994039535522,0.5453571093519884,APPROVE,Mucus
7,7,0.6895004510879517,0.32800784234606806,BLOCK,Cancer-Assoc. Stroma
4,4,0.9999978542327881,0.5453560245474536,APPROVE,Mucus
8,8,0.9982788562774658,0.544125673353113,APPROVE,Colorectal Adenocarcinoma
0,0,0.9977589845657349,0.5437617631549013,APPROVE,Adipose
0,0,0.9999897480010986,0.5453232975596559,APPROVE,Adipose
0,0,0.9776889085769653,0.5297127099627627,APPROVE,Adipose
7,7,0.7305238842964172,0.3566971929663791,BLOCK,Cancer-Assoc. Stroma
0,0,0.686628520488739,0.32597043830100425,BLOCK,Adipose
5,0,0.601436972618103,0.2663363547915591,BLOCK,Adipose
1,1,0.9999613761901855,0.5453034372920168,APPROVE,Background
0,0,0.9652842879295349,0.5210294755095614,APPROVE,Adipose
4,4,0.9999972581863403,0.5453285546893252,APPROVE,Mucus
8,8,0.9841428399085999,0.5342304618949067,APPROVE,Colorectal Adenocarcinoma
2,7,0.5133844017982483,0.20469955521766073,BLOCK,Cancer-Assoc. Stroma
8,8,0.9999634027481079,0.5453048558825624,APPROVE,Colorectal Adenocarcinoma
0,0,0.9999619722366333,0.5453038545245302,APPROVE,Adipose
0,0,0.83097904920578,0.427015808402933,BLOCK,Adipose
3,3,0.9827268123626709,0.5332392426127566,APPROVE,Lymphocytes
8,8,0.9991689920425415,0.5447487683886659,APPROVE,Colorectal Adenocarcinoma
1,1,0.9999933242797852,0.5453258009547365,APPROVE,Background
8,8,0.9999979734420776,0.5453290553683412,APPROVE,Colorectal Adenocarcinoma
4,4,0.9979090690612793,0.5438668223017824,APPROVE,Mucus
8,8,0.9728578925132751,0.5263309987181795,APPROVE,Colorectal Adenocarcinoma
0,0,0.9900311231613159,0.538352260171808,APPROVE,Adipose
4,4,0.9995902180671692,0.5450436266059053,APPROVE,Mucus
1,1,0.9999622106552124,0.5453040214175355,APPROVE,Background
1,1,0.9997931122779846,0.5451856525534762,APPROVE,Background
0,0,0.9957072734832764,0.5423255653971804,APPROVE,Adipose
3,3,0.9999761581420898,0.5453137846583498,APPROVE,Lymphocytes
6,6,0.9999918937683105,0.5453247995967043,APPROVE,Normal Colon Mucosa
7,7,0.9918535351753235,0.5396279485816133,APPROVE,Cancer-Assoc. Stroma
0,0,0.7504332065582275,0.3706337185496463,BLOCK,Adipose
2,2,0.9996217489242554,0.5450656982058657,APPROVE,Debris
8,8,0.9997207522392273,0.545135000526346,APPROVE,Colorectal Adenocarcinoma
4,4,0.9994086027145386,0.5449665016894385,APPROVE,Mucus
4,4,0.9999736547470093,0.545362038112168,APPROVE,Mucus
2,2,0.9992238283157349,0.5448371596102759,APPROVE,Debris
1,1,0.9999749660491943,0.5453629560236976,APPROVE,Background
1,1,0.9999836683273315,0.5453690476183936,APPROVE,Background
5,5,0.9963930249214172,0.5428555972342536,APPROVE,Smooth Muscle
5,5,0.999997615814209,0.5453788108592078,APPROVE,Smooth Muscle
4,4,0.9999934434890747,0.5453758902316138,APPROVE,Mucus
0,0,0.8335768580436707,0.42888428041983095,BLOCK,Adipose
4,4,0.9999995231628418,0.5453801460032508,APPROVE,Mucus
3,3,0.9999980926513672,0.5453791446452185,APPROVE,Lymphocytes
2,7,0.5880959033966064,0.25704761216688604,BLOCK,Cancer-Assoc. Stroma
8,8,0.9863811135292053,0.5358472592597052,APPROVE,Colorectal Adenocarcinoma
8,8,0.9999929666519165,0.5453755564456031,APPROVE,Colorectal Adenocarcinoma
0,0,0.9956775307655334,0.5423547513251349,APPROVE,Adipose
6,6,0.9999990463256836,0.5453798122172401,APPROVE,Normal Colon Mucosa
0,0,0.995448887348175,0.542194700932984,APPROVE,Adipose
2,2,0.997501790523529,0.5436317331557319,APPROVE,Debris
3,3,0.9696090817451477,0.5241068370108649,APPROVE,Lymphocytes
6,6,0.9999375343322754,0.5453367538218543,APPROVE,Normal Colon Mucosa
0,0,0.9999816417694092,0.545367629027848,APPROVE,Adipose
5,5,0.9992627501487732,0.5448644048934027,APPROVE,Smooth Muscle
0,0,0.7696781158447266,0.3841551608805701,BLOCK,Adipose
4,4,0.9999872446060181,0.5453715510134741,APPROVE,Mucus
0,0,0.9997263550758362,0.5451889283423469,APPROVE,Adipose
8,8,0.9985153079032898,0.5443411953215643,APPROVE,Colorectal Adenocarcinoma
5,7,0.9983559250831604,0.5442296273474738,APPROVE,Cancer-Assoc. Stroma
3,3,0.9610150456428528,0.5180910117392584,APPROVE,Lymphocytes
4,4,0.9999773502349854,0.5453646249537513,APPROVE,Mucus
6,6,0.999833345413208,0.5452638215785072,APPROVE,Normal Colon Mucosa
3,3,0.9999963045120239,0.5453778929476782,APPROVE,Lymphocytes
0,0,0.9154194593429565,0.48617410132933114,BLOCK,Adipose
3,3,0.9998834133148193,0.5453422325372225,APPROVE,Lymphocytes
4,4,0.9999788999557495,0.5454090731858735,APPROVE,Mucus
1,1,0.9999011754989624,0.5453546660661226,APPROVE,Background
8,8,0.9998468160629272,0.545316614460898,APPROVE,Colorectal Adenocarcinoma
0,0,0.9999415874481201,0.545382954430533,APPROVE,Adipose
3,3,0.9997687935829163,0.5452619987248902,APPROVE,Lymphocytes
4,4,0.9963542222976685,0.5428717988252169,APPROVE,Mucus
7,7,0.9993950128555298,0.5450003522157197,APPROVE,Cancer-Assoc. Stroma
0,0,0.7365710139274597,0.36102355296607075,BLOCK,Adipose
3,3,0.9999955892562866,0.5454207556962495,APPROVE,Lymphocytes
0,0,0.994247317314148,0.5413969653367524,APPROVE,Adipose
8,8,0.9992923736572266,0.5449285047769075,APPROVE,Colorectal Adenocarcinoma
0,0,0.9999322891235352,0.5453764456033235,APPROVE,Adipose
0,0,0.9958393573760986,0.5425113933801179,APPROVE,Adipose
5,5,0.9999927282333374,0.545418752980185,APPROVE,Smooth Muscle
6,6,0.9998641014099121,0.5453287142037874,APPROVE,Normal Colon Mucosa
4,4,0.9979456067085266,0.5439857679128175,APPROVE,Mucus
2,2,0.989871084690094,0.5383336024999147,APPROVE,Debris
0,0,0.9998154044151306,0.5452946263074403,APPROVE,Adipose
8,8,0.9999510049819946,0.5453895467042451,APPROVE,Colorectal Adenocarcinoma
8,8,0.7028872966766357,0.337444950890494,BLOCK,Colorectal Adenocarcinoma
8,8,0.9998656511306763,0.5453297990083222,APPROVE,Colorectal Adenocarcinoma
6,6,0.9979573488235474,0.543993987393332,APPROVE,Normal Colon Mucosa
7,7,0.998364269733429,0.5442788320302492,APPROVE,Cancer-Assoc. Stroma
8,8,0.9999328851699829,0.545376862835837,APPROVE,Colorectal Adenocarcinoma
4,4,0.9999773502349854,0.5454079883813386,APPROVE,Mucus
0,0,0.9895908236503601,0.5381374197721009,APPROVE,Adipose
4,4,0.9997312426567078,0.5452357130765443,APPROVE,Mucus
1,1,0.9999582767486572,0.545394636940909,APPROVE,Background
4,5,0.8300771713256836,0.42647786314482744,BLOCK,Smooth Muscle
8,8,0.8032722473144531,0.4077144163369661,BLOCK,Colorectal Adenocarcinoma
5,0,0.7263418436050415,0.353863133740378,BLOCK,Adipose
4,4,0.9999988079071045,0.5453538520346175,APPROVE,Mucus
1,1,0.9999797344207764,0.5453405005941878,APPROVE,Background
3,3,0.9966938495635986,0.5430403811941634,APPROVE,Lymphocytes
4,4,0.999967098236084,0.5453316552649031,APPROVE,Mucus
4,4,0.9862927198410034,0.5357595903883468,APPROVE,Mucus
4,4,0.9993754029273987,0.5449174685488234,APPROVE,Mucus
3,3,0.9889310002326965,0.5376063866625319,APPROVE,Lymphocytes
0,0,0.9367852807044983,0.5011043829927931,APPROVE,Adipose
1,1,0.9999572038650513,0.5453247292051803,APPROVE,Background
5,5,0.999327540397644,0.5448839647779952,APPROVE,Smooth Muscle
6,6,0.9999172687530518,0.5452967746267806,APPROVE,Normal Colon Mucosa
8,8,0.9999731779098511,0.5453359110365401,APPROVE,Colorectal Adenocarcinoma
7,7,0.9310874342918396,0.49711589050393207,BLOCK,Cancer-Assoc. Stroma
0,0,0.982823371887207,0.5333310468206893,APPROVE,Adipose
8,8,0.9998695850372314,0.5452633960257064,APPROVE,Colorectal Adenocarcinoma
8,8,0.9986546039581299,0.5444129092703353,APPROVE,Colorectal Adenocarcinoma
4,7,0.7209644913673401,0.35002983045678243,BLOCK,Cancer-Assoc. Stroma
0,0,0.9950971007347107,0.5419226570139418,APPROVE,Adipose
8,8,0.9999910593032837,0.5453484280119429,APPROVE,Colorectal Adenocarcinoma
1,1,0.9999710321426392,0.5453344089994918,APPROVE,Background
3,3,0.9328442811965942,0.4983456833372603,BLOCK,Lymphocytes
1,1,0.999955415725708,0.54532347750764,APPROVE,Background
4,4,0.9999946355819702,0.5453509314070235,APPROVE,Mucus
4,4,0.9961295127868652,0.5426453454504501,APPROVE,Mucus
3,3,0.9998958110809326,0.5452817542562972,APPROVE,Lymphocytes
5,5,0.9979214072227478,0.5438996715555678,APPROVE,Smooth Muscle
0,0,0.9944024682044983,0.5414364142427932,APPROVE,Adipose
5,5,0.9976398944854736,0.543702612639476,APPROVE,Smooth Muscle
3,3,0.9963051080703735,0.5427682621489058,APPROVE,Lymphocytes
8,8,0.9999904632568359,0.5453480107794295,APPROVE,Colorectal Adenocarcinoma
8,8,0.9999151229858398,0.5452952725897322,APPROVE,Colorectal Adenocarcinoma
0,0,0.7448641657829285,0.3667596025476943,BLOCK,Adipose
1,1,0.9998371601104736,0.5451452181071246,APPROVE,Background
4,4,0.9999990463256836,0.5452585384577716,APPROVE,Mucus
0,0,0.9999943971633911,0.5452552840441668,APPROVE,Adipose
1,1,0.9999428987503052,0.5452192351550067,APPROVE,Background
3,3,0.9994509816169739,0.5448748931616748,APPROVE,Lymphocytes
0,0,0.9996483325958252,0.5450130388468707,APPROVE,Adipose
4,4,0.9999780654907227,0.5452438518732989,APPROVE,Mucus
1,1,0.9999760389328003,0.5452424332827532,APPROVE,Background
3,3,0.9998757839202881,0.5451722547739947,APPROVE,Lymphocytes
4,4,0.9997362494468689,0.5450745806426013,APPROVE,Mucus
7,7,0.9999711513519287,0.5452390119761431,APPROVE,Cancer-Assoc. Stroma
1,1,0.9999549388885498,0.545227663251778,APPROVE,Background
3,3,0.9999995231628418,0.5452588722437823,APPROVE,Lymphocytes
6,6,0.9999995231628418,0.5452588722437823,APPROVE,Normal Colon Mucosa
8,8,0.9997140765190125,0.5450590595931017,APPROVE,Colorectal Adenocarcinoma
0,0,0.9996364116668701,0.5450046941966021,APPROVE,Adipose
0,0,0.994293749332428,0.5412648305624926,APPROVE,Adipose
8,8,0.9958337545394897,0.5423428342074359,APPROVE,Colorectal Adenocarcinoma
0,4,0.5977265238761902,0.26366777274312625,BLOCK,Mucus
1,1,0.9999743700027466,0.5452412650317157,APPROVE,Background
4,4,0.9990766048431396,0.5446128294199908,APPROVE,Mucus
0,0,0.9999465942382812,0.54522182199659,APPROVE,Adipose
1,1,0.9999871253967285,0.5452501938075031,APPROVE,Background
5,5,0.9991711378097534,0.5446790024966205,APPROVE,Smooth Muscle
0,0,0.9775691628456116,0.5295576200217211,APPROVE,Adipose
0,0,0.9660561084747314,0.521498481962105,APPROVE,Adipose
0,4,0.9992499947547913,0.544734202358147,APPROVE,Mucus
4,4,0.9999686479568481,0.5452372595995868,APPROVE,Mucus
5,5,0.9998596906661987,0.5451609894961321,APPROVE,Smooth Muscle
8,8,0.9999428987503052,0.5452192351550067,APPROVE,Colorectal Adenocarcinoma
1,1,0.999913215637207,0.545198456975838,APPROVE,Background
1,1,0.9997729659080505,0.5451002821654284,APPROVE,Background
3,3,0.9999942779541016,0.5453204686003645,APPROVE,Lymphocytes
5,5,0.9979560375213623,0.543893700297447,APPROVE,Smooth Muscle
8,8,0.9999899864196777,0.5453174645262678,APPROVE,Colorectal Adenocarcinoma
3,3,0.9999229907989502,0.5452705675917585,APPROVE,Lymphocytes
3,3,0.9991514682769775,0.5447305018263777,APPROVE,Lymphocytes
1,1,0.9998788833618164,0.5452396923857649,APPROVE,Background
6,6,1.0,0.5453244740324934,APPROVE,Normal Colon Mucosa
8,8,0.9999908208847046,0.5453180486517866,APPROVE,Colorectal Adenocarcinoma
8,8,0.999872088432312,0.5452349359351119,APPROVE,Colorectal Adenocarcinoma
3,3,0.9999823570251465,0.545312123950096,APPROVE,Lymphocytes
0,0,0.9921112060546875,0.5398023182707746,APPROVE,Adipose
8,8,0.9940351843833923,0.5411491031008681,APPROVE,Colorectal Adenocarcinoma
7,7,0.9924807548522949,0.5400610024290998,APPROVE,Cancer-Assoc. Stroma
0,0,0.9920485615730286,0.5397584671336134,APPROVE,Adipose
6,6,0.9999988079071045,0.5453236395674665,APPROVE,Normal Colon Mucosa
4,4,0.9963106513023376,0.5427419299441297,APPROVE,Mucus
7,7,0.5234308838844299,0.21172609275159437,BLOCK,Cancer-Assoc. Stroma
1,1,0.9999381303787231,0.5452811652975996,APPROVE,Background
6,6,0.9998965263366699,0.5452520424681624,APPROVE,Normal Colon Mucosa
0,0,0.5646905303001404,0.2406078452425917,BLOCK,Adipose
6,6,0.9999970197677612,0.5453223878699263,APPROVE,Normal Colon Mucosa
5,4,0.7794021368026733,0.39090596979436476,BLOCK,Mucus
3,3,0.9999769926071167,0.5453083688574751,APPROVE,Lymphocytes
0,0,0.9998620748519897,0.5452279264288862,APPROVE,Adipose
4,4,0.9984385371208191,0.5442314500170667,APPROVE,Mucus
0,0,0.8818399906158447,0.46261246746358475,BLOCK,Adipose
8,8,0.9988386034965515,0.5445114964800795,APPROVE,Colorectal Adenocarcinoma
8,8,0.7050256729125977,0.3388424450713118,BLOCK,Colorectal Adenocarcinoma
5,7,0.9929988384246826,0.5404236609297712,APPROVE,Cancer-Assoc. Stroma
0,0,0.9992108345031738,0.5447720581847151,APPROVE,Adipose
4,4,0.4718526601791382,0.17562133615789016,BLOCK,Mucus
1,2,0.9997128844261169,0.5451234931307752,APPROVE,Debris
6,4,0.5569102168083191,0.2352737447052526,BLOCK,Mucus
0,0,0.6980292797088623,0.3340570887356329,BLOCK,Adipose
1,1,0.9999841451644897,0.5454254945545721,APPROVE,Background
1,1,0.9999655485153198,0.5454124769001532,APPROVE,Background
8,8,0.9996501207351685,0.5451916774540472,APPROVE,Colorectal Adenocarcinoma
0,0,0.9966983199119568,0.543125416877799,APPROVE,Adipose
